Animus - feeling of ill will or hostility

Bier

eschatological

reneged;

Chiliast 

equanimity.

antedates

coterie

Obverse

miscellany.

dilatory

avantgarde

palimpsest.

vellum

eponymous

laudanum’

disquisitions

baroque

rococo

calumny.

miscellany

impugned

precocious

impetuously

waif 

penchant

evinced

scion

bohemian

anodyne’

militate

orthography.

ignominiously

contumacious

voluptuousness

penitent

ennui

caprice

halcyon

a propos

wiseacres

coxcomb

deign

sallies

arrant

rakishness.

insipid

ribald

prelate

dactyls.

jejune

omphalos.

prurient

banana republic

sagacity.

sagacious

scruple

preternatural.

involute

acumen.

bestir

mendacious

indigent

vignettes

philistine

bourgeois

Despot

febrile

compunction

importunate

demurred

adroit

cassock

Nave

auspicious

obsequious

impious

jocund

bruit

rheum

calumnious

dalliance

capacious

pedantry

paroxysms

irrevocably

syndics;

ardour

inclemency

appertaining

Reprobate 

mien

endued

promontory

gratis

encomiums

countenance

environs

dirge

ignominious

adduced

wantonly.

timorous

obdurate.

Perdition

verdure

imprudently.

imprecate

disquisition.

politic

languid

diffidence

Succour

asseveration

immured

Languor 

blench

prate

sultry

carouses

felicity

interminable

fatuities:

soliloquy.

crepitation

rubicund

yokels

sotto voce

gloaming

languid

vociferating

fender.

abutted

Shammed

asseverations

carafe

saturnine.

militate

mullioned

coquettishly

ribald

fain

trituration.

simoom

avarice

pathos

intestate

hansom.

physiognomist.

coevals

Scholomance 

miasma

lugubrious

acquiesced.

laconic

prig

celerity

Inured

pallor

exigency

demurred

Odium

palsy.

octroi

emulously

gable

holograph

pedant

sedulously

apogee

baize

phial

turpitude

inveterately

commingled

incongruous

pecuniary

Venal

Coruscating

Incumbent 

Loquacious 

Odious

erethism.

lassitude

Perspicacious

tocsin.

Admixture

Otiose 

ululation

Rootle 

Oenophile

remonstrance

integument

importunities.

phantasms

noisome

spate

languid

culvert.

lackadaisical

cloaca
